code,event,finished,finished_provisional,id,kickoff_time,minutes,provisional_start_time,started,team_a,team_a_score,team_h,team_h_score,stats,team_h_difficulty,team_a_difficulty
1059874,18.0,True,True,173,2019-12-21T15:00:00Z,90,False,True,15,1.0,4,0.0,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 501}], 'h': []}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 471}], 'h': []}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 291}, {'value': 1, 'element': 303}, {'value': 1, 'element': 423}], 'h': [{'value': 1, 'element': 53}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 2, 'element': 471}], 'h': [{'value': 1, 'element': 47}]}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 471}, {'value': 2, 'element': 501}, {'value': 1, 'element': 293}], 'h': []}, {'identifier': 'bps', 'a': [{'value': 34, 'element': 471}, {'value': 33, 'element': 501}, {'value': 25, 'element': 293}, {'value': 22, 'element': 297}, {'value': 21, 'element': 294}, {'value': 20, 'element': 423}, {'value': 19, 'element': 295}, {'value': 18, 'element': 291}, {'value': 13, 'element': 302}, {'value': 7, 'element': 472}, {'value': 4, 'element': 441}, {'value': 4, 'element': 522}, {'value': 2, 'element': 303}, {'value': 1, 'element': 70}], 'h': [{'value': 20, 'element': 475}, {'value': 15, 'element': 42}, {'value': 14, 'element': 47}, {'value': 12, 'element': 57}, {'value': 12, 'element': 516}, {'value': 11, 'element': 493}, {'value': 10, 'element': 54}, {'value': 9, 'element': 38}, {'value': 5, 'element': 502}, {'value': 3, 'element': 421}, {'value': 2, 'element': 49}, {'value': 1, 'element': 53}, {'value': -1, 'element': 534}, {'value': -2, 'element': 44}]}]",3,3
1059877,18.0,True,True,176,2019-12-21T15:00:00Z,90,False,True,7,0.0,13,1.0,"[{'identifier': 'goals_scored', 'a': [], 'h': [{'value': 1, 'element': 266}]}, {'identifier': 'assists', 'a': [], 'h': []}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [], 'h': [{'value': 1, 'element': 252}, {'value': 1, 'element': 266}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 2, 'element': 131}], 'h': [{'value': 4, 'element': 262}]}, {'identifier': 'bonus', 'a': [], 'h': [{'value': 3, 'element': 266}, {'value': 2, 'element': 255}, {'value': 1, 'element': 262}]}, {'identifier': 'bps', 'a': [{'value': 21, 'element': 123}, {'value': 16, 'element': 139}, {'value': 13, 'element': 131}, {'value': 13, 'element': 134}, {'value': 13, 'element': 138}, {'value': 13, 'element': 468}, {'value': 11, 'element': 124}, {'value': 10, 'element': 128}, {'value': 8, 'element': 157}, {'value': 7, 'element': 129}, {'value': 1, 'element': 133}], 'h': [{'value': 35, 'element': 266}, {'value': 28, 'element': 255}, {'value': 27, 'element': 262}, {'value': 26, 'element': 254}, {'value': 23, 'element': 257}, {'value': 22, 'element': 252}, {'value': 17, 'element': 256}, {'value': 12, 'element': 269}, {'value': 8, 'element': 271}, {'value': 6, 'element': 466}, {'value': 3, 'element': 253}, {'value': 3, 'element': 270}, {'value': 3, 'element': 554}, {'value': 2, 'element': 520}]}]",3,3
1059878,18.0,True,True,177,2019-12-21T15:00:00Z,90,False,True,20,2.0,14,1.0,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 407}, {'value': 1, 'element': 409}], 'h': [{'value': 1, 'element': 287}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 401}, {'value': 1, 'element': 415}], 'h': []}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 401}, {'value': 1, 'element': 402}, {'value': 1, 'element': 407}, {'value': 1, 'element': 415}], 'h': [{'value': 1, 'element': 277}, {'value': 1, 'element': 454}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 6, 'element': 411}], 'h': [{'value': 2, 'element': 280}]}, {'identifier': 'bonus', 'a': [{'value': 1, 'element': 409}], 'h': [{'value': 3, 'element': 287}, {'value': 2, 'element': 283}]}, {'identifier': 'bps', 'a': [{'value': 30, 'element': 409}, {'value': 22, 'element': 407}, {'value': 22, 'element': 415}, {'value': 20, 'element': 411}, {'value': 15, 'element': 414}, {'value': 15, 'element': 417}, {'value': 14, 'element': 401}, {'value': 12, 'element': 403}, {'value': 12, 'element': 420}, {'value': 8, 'element': 410}, {'value': 8, 'element': 528}, {'value': 7, 'element': 402}, {'value': 3, 'element': 487}], 'h': [{'value': 33, 'element': 287}, {'value': 31, 'element': 283}, {'value': 16, 'element': 290}, {'value': 13, 'element': 454}, {'value': 12, 'element': 280}, {'value': 11, 'element': 274}, {'value': 11, 'element': 275}, {'value': 11, 'element': 289}, {'value': 10, 'element': 277}, {'value': 9, 'element': 286}, {'value': 5, 'element': 284}, {'value': 3, 'element': 282}, {'value': 2, 'element': 279}, {'value': -2, 'element': 278}]}]",3,2
1059876,18.0,True,True,175,2019-12-21T17:30:00Z,90,False,True,9,1.0,11,3.0,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 166}], 'h': [{'value': 1, 'element': 211}, {'value': 1, 'element': 217}, {'value': 1, 'element': 222}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 172}], 'h': [{'value': 1, 'element': 204}, {'value': 1, 'element': 214}, {'value': 1, 'element': 215}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 164}, {'value': 1, 'element': 176}], 'h': [{'value': 1, 'element': 215}, {'value': 1, 'element': 222}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 9, 'element': 168}], 'h': [{'value': 1, 'element': 212}]}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 166}, {'value': 1, 'element': 168}], 'h': [{'value': 2, 'element': 222}, {'value': 1, 'element': 217}]}, {'identifier': 'bps', 'a': [{'value': 37, 'element': 166}, {'value': 30, 'element': 168}, {'value': 17, 'element': 162}, {'value': 13, 'element': 176}, {'value': 12, 'element': 164}, {'value': 12, 'element': 172}, {'value': 11, 'element': 448}, {'value': 10, 'element': 161}, {'value': 9, 'element': 171}, {'value': 6, 'element': 265}, {'value': 3, 'element': 159}, {'value': 3, 'element': 174}, {'value': 3, 'element': 517}], 'h': [{'value': 32, 'element': 222}, {'value': 30, 'element': 217}, {'value': 29, 'element': 204}, {'value': 28, 'element': 215}, {'value': 21, 'element': 211}, {'value': 16, 'element': 212}, {'value': 16, 'element': 214}, {'value': 16, 'element': 221}, {'value': 15, 'element': 203}, {'value': 13, 'element': 208}, {'value': 10, 'element': 218}, {'value': 9, 'element': 443}, {'value': 3, 'element': 220}, {'value': 2, 'element': 210}]}]",4,5
1059880,18.0,True,True,179,2019-12-22T14:00:00Z,90,False,True,12,0.0,18,2.0,"[{'identifier': 'goals_scored', 'a': [], 'h': [{'value': 1, 'element': 362}, {'value': 1, 'element': 525}]}, {'identifier': 'assists', 'a': [], 'h': [{'value': 1, 'element': 354}, {'value': 1, 'element': 525}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 226}], 'h': [{'value': 1, 'element': 358}, {'value': 1, 'element': 368}, {'value': 1, 'element': 373}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 1, 'element': 235}], 'h': [{'value': 8, 'element': 366}]}, {'identifier': 'bonus', 'a': [], 'h': [{'value': 3, 'element': 366}, {'value': 2, 'element': 354}, {'value': 2, 'element': 525}]}, {'identifier': 'bps', 'a': [{'value': 22, 'element': 244}, {'value': 21, 'element': 239}, {'value': 14, 'element': 160}, {'value': 11, 'element': 225}, {'value': 11, 'element': 226}, {'value': 9, 'element': 248}, {'value': 7, 'element': 235}, {'value': 6, 'element': 238}, {'value': 5, 'element': 233}, {'value': 5, 'element': 243}, {'value': 4, 'element': 122}, {'value': 3, 'element': 234}, {'value': 3, 'element': 241}, {'value': 3, 'element': 242}], 'h': [{'value': 37, 'element': 366}, {'value': 30, 'element': 354}, {'value': 30, 'element': 525}, {'value': 27, 'element': 357}, {'value': 26, 'element': 356}, {'value': 24, 'element': 362}, {'value': 19, 'element': 363}, {'value': 17, 'element': 358}, {'value': 7, 'element': 370}, {'value': 5, 'element': 373}, {'value': 4, 'element': 369}, {'value': 3, 'element': 365}, {'value': 3, 'element': 374}, {'value': 2, 'element': 368}]}]",4,2
1059879,18.0,True,True,178,2019-12-22T16:30:00Z,90,False,True,6,2.0,17,0.0,"[{'identifier': 'goals_scored', 'a': [{'value': 2, 'element': 113}], 'h': []}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 103}, {'value': 1, 'element': 432}], 'h': []}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 104}, {'value': 1, 'element': 432}, {'value': 1, 'element': 459}], 'h': [{'value': 1, 'element': 331}, {'value': 1, 'element': 341}, {'value': 1, 'element': 344}, {'value': 1, 'element': 349}]}, {'identifier': 'red_cards', 'a': [], 'h': [{'value': 1, 'element': 342}]}, {'identifier': 'saves', 'a': [{'value': 1, 'element': 111}], 'h': [{'value': 1, 'element': 341}]}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 113}, {'value': 2, 'element': 103}, {'value': 1, 'element': 529}], 'h': []}, {'identifier': 'bps', 'a': [{'value': 60, 'element': 113}, {'value': 34, 'element': 103}, {'value': 27, 'element': 529}, {'value': 23, 'element': 111}, {'value': 21, 'element': 432}, {'value': 17, 'element': 104}, {'value': 17, 'element': 105}, {'value': 17, 'element': 459}, {'value': 14, 'element': 119}, {'value': 13, 'element': 118}, {'value': 9, 'element': 463}, {'value': 3, 'element': 461}, {'value': 3, 'element': 506}], 'h': [{'value': 18, 'element': 336}, {'value': 16, 'element': 333}, {'value': 14, 'element': 331}, {'value': 12, 'element': 330}, {'value': 10, 'element': 349}, {'value': 8, 'element': 338}, {'value': 8, 'element': 343}, {'value': 8, 'element': 344}, {'value': 5, 'element': 332}, {'value': 5, 'element': 442}, {'value': 3, 'element': 341}, {'value': 2, 'element': 345}, {'value': 2, 'element': 350}, {'value': -3, 'element': 342}]}]",4,4
1059890,19.0,True,True,189,2019-12-26T12:30:00Z,90,False,True,4,1.0,17,2.0,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 493}], 'h': [{'value': 1, 'element': 338}, {'value': 1, 'element': 344}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 49}], 'h': [{'value': 1, 'element': 336}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 49}, {'value': 1, 'element': 475}], 'h': [{'value': 1, 'element': 333}, {'value': 1, 'element': 345}, {'value': 1, 'element': 347}, {'value': 1, 'element': 349}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 3, 'element': 47}], 'h': [{'value': 4, 'element': 341}]}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 493}], 'h': [{'value': 2, 'element': 338}, {'value': 1, 'element': 344}]}, {'identifier': 'bps', 'a': [{'value': 36, 'element': 493}, {'value': 19, 'element': 39}, {'value': 18, 'element': 49}, {'value': 14, 'element': 47}, {'value': 14, 'element': 57}, {'value': 14, 'element': 537}, {'value': 12, 'element': 37}, {'value': 11, 'element': 475}, {'value': 11, 'element': 546}, {'value': 8, 'element': 516}, {'value': 5, 'element': 53}, {'value': 4, 'element': 421}, {'value': 3, 'element': 502}, {'value': 1, 'element': 534}], 'h': [{'value': 33, 'element': 338}, {'value': 28, 'element': 344}, {'value': 24, 'element': 330}, {'value': 23, 'element': 336}, {'value': 15, 'element': 331}, {'value': 15, 'element': 341}, {'value': 13, 'element': 347}, {'value': 10, 'element': 333}, {'value': 10, 'element': 349}, {'value': 4, 'element': 350}, {'value': 3, 'element': 343}, {'value': 2, 'element': 345}, {'value': 1, 'element': 524}]}]",2,4
1059883,19.0,True,True,181,2019-12-26T15:00:00Z,90,False,True,14,0.0,2,1.0,"[{'identifier': 'goals_scored', 'a': [], 'h': [{'value': 1, 'element': 28}]}, {'identifier': 'assists', 'a': [], 'h': [{'value': 1, 'element': 29}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 278}, {'value': 1, 'element': 289}, {'value': 1, 'element': 290}], 'h': [{'value': 1, 'element': 428}, {'value': 1, 'element': 470}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 1, 'element': 280}], 'h': [{'value': 5, 'element': 94}]}, {'identifier': 'bonus', 'a': [{'value': 1, 'element': 274}], 'h': [{'value': 3, 'element': 94}, {'value': 2, 'element': 28}]}, {'identifier': 'bps', 'a': [{'value': 28, 'element': 274}, {'value': 17, 'element': 283}, {'value': 16, 'element': 275}, {'value': 14, 'element': 277}, {'value': 11, 'element': 280}, {'value': 11, 'element': 287}, {'value': 10, 'element': 290}, {'value': 9, 'element': 286}, {'value': 9, 'element': 289}, {'value': 7, 'element': 454}, {'value': 3, 'element': 285}, {'value': 2, 'element': 282}, {'value': 1, 'element': 284}, {'value': -2, 'element': 278}], 'h': [{'value': 30, 'element': 94}, {'value': 29, 'element': 28}, {'value': 25, 'element': 25}, {'value': 24, 'element': 29}, {'value': 24, 'element': 452}, {'value': 22, 'element': 22}, {'value': 22, 'element': 309}, {'value': 11, 'element': 465}, {'value': 8, 'element': 30}, {'value': 8, 'element': 470}, {'value': 5, 'element': 491}, {'value': 3, 'element': 35}, {'value': 3, 'element': 428}, {'value': 2, 'element': 36}]}]",2,2
1059882,19.0,True,True,182,2019-12-26T15:00:00Z,90,False,True,1,1.0,3,1.0,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 11}], 'h': [{'value': 1, 'element': 81}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 489}], 'h': [{'value': 1, 'element': 446}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 4}, {'value': 1, 'element': 11}, {'value': 1, 'element': 12}, {'value': 1, 'element': 19}], 'h': [{'value': 1, 'element': 61}, {'value': 1, 'element': 67}, {'value': 1, 'element': 79}, {'value': 1, 'element': 82}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 3, 'element': 14}], 'h': [{'value': 1, 'element': 494}]}, {'identifier': 'bonus', 'a': [{'value': 2, 'element': 11}], 'h': [{'value': 3, 'element': 446}, {'value': 1, 'element': 81}]}, {'identifier': 'bps', 'a': [{'value': 27, 'element': 11}, {'value': 21, 'element': 489}, {'value': 16, 'element': 5}, {'value': 16, 'element': 14}, {'value': 16, 'element': 541}, {'value': 15, 'element': 18}, {'value': 11, 'element': 15}, {'value': 11, 'element': 106}, {'value': 10, 'element': 19}, {'value': 9, 'element': 4}, {'value': 4, 'element': 488}, {'value': 3, 'element': 1}, {'value': 3, 'element': 490}, {'value': 1, 'element': 12}], 'h': [{'value': 29, 'element': 446}, {'value': 25, 'element': 81}, {'value': 14, 'element': 66}, {'value': 12, 'element': 58}, {'value': 11, 'element': 82}, {'value': 10, 'element': 61}, {'value': 10, 'element': 494}, {'value': 8, 'element': 79}, {'value': 6, 'element': 68}, {'value': 5, 'element': 75}, {'value': 4, 'element': 505}, {'value': 3, 'element': 67}, {'value': 3, 'element': 476}]}]",4,3
1059884,19.0,True,True,183,2019-12-26T15:00:00Z,90,False,True,16,2.0,6,0.0,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 314}, {'value': 1, 'element': 320}], 'h': []}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 325}], 'h': []}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 305}, {'value': 1, 'element': 508}], 'h': [{'value': 1, 'element': 118}, {'value': 1, 'element': 119}, {'value': 1, 'element': 529}]}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 3, 'element': 318}], 'h': [{'value': 1, 'element': 111}]}, {'identifier': 'bonus', 'a': [{'value': 3, 'element': 486}, {'value': 2, 'element': 307}, {'value': 2, 'element': 314}], 'h': []}, {'identifier': 'bps', 'a': [{'value': 28, 'element': 486}, {'value': 27, 'element': 307}, {'value': 27, 'element': 314}, {'value': 26, 'element': 318}, {'value': 23, 'element': 308}, {'value': 22, 'element': 320}, {'value': 22, 'element': 325}, {'value': 21, 'element': 305}, {'value': 13, 'element': 321}, {'value': 12, 'element': 323}, {'value': 5, 'element': 437}, {'value': 3, 'element': 313}, {'value': 2, 'element': 328}, {'value': -1, 'element': 508}], 'h': [{'value': 17, 'element': 104}, {'value': 16, 'element': 111}, {'value': 15, 'element': 459}, {'value': 14, 'element': 118}, {'value': 13, 'element': 119}, {'value': 12, 'element': 529}, {'value': 11, 'element': 107}, {'value': 8, 'element': 105}, {'value': 7, 'element': 113}, {'value': 7, 'element': 116}, {'value': 7, 'element': 463}, {'value': 2, 'element': 114}, {'value': 1, 'element': 431}, {'value': 1, 'element': 460}]}]",2,4
1059885,19.0,True,True,184,2019-12-26T15:00:00Z,90,False,True,19,1.0,7,2.0,"[{'identifier': 'goals_scored', 'a': [{'value': 1, 'element': 393}], 'h': [{'value': 1, 'element': 139}, {'value': 1, 'element': 468}]}, {'identifier': 'assists', 'a': [{'value': 1, 'element': 389}], 'h': [{'value': 1, 'element': 130}, {'value': 1, 'element': 468}]}, {'identifier': 'own_goals', 'a': [], 'h': []}, {'identifier': 'penalties_saved', 'a': [], 'h': []}, {'identifier': 'penalties_missed', 'a': [], 'h': []}, {'identifier': 'yellow_cards', 'a': [{'value': 1, 'element': 376}, {'value': 1, 'element': 379}], 'h': []}, {'identifier': 'red_cards', 'a': [], 'h': []}, {'identifier': 'saves', 'a': [{'value': 2, 'element': 450}], 'h': [{'value': 1, 'element': 131}]}, {'identifier': 'bonus', 'a': [{'value': 1, 'element': 393}], 'h': [{'value': 3, 'element': 468}, {'value': 2, 'element': 139}]}, {'identifier': 'bps', 'a': [{'value': 25, 'element': 393}, {'value': 19, 'element': 389}, {'value': 18, 'element': 396}, {'value': 17, 'element': 376}, {'value': 16, 'element': 377}, {'value': 14, 'element': 395}, {'value': 14, 'element': 450}, {'value': 10, 'element': 382}, {'value': 8, 'element': 391}, {'value': 6, 'element': 379}, {'value': 6, 'element': 390}, {'value': 6, 'element': 399}, {'value': 3, 'element': 514}, {'value': 1, 'element': 457}], 'h': [{'value': 54, 'element': 468}, {'value': 28, 'element': 139}, {'value': 17, 'element': 123}, {'value': 17, 'element': 125}, {'value': 16, 'element': 134}, {'value': 14, 'element': 124}, {'value': 14, 'element': 128}, {'value': 10, 'element': 133}, {'value': 10, 'element': 138}, {'value': 9, 'element': 130}, {'value': 9, 'element': 131}, {'value': 5, 'element': 136}, {'value': 4, 'element': 539}, {'value': 3, 'element': 157}]}]",2,2
